,product,price,quantity,date,region,sales
19516,pink morsel,3.0,520,2020-01-04,north,1560.0
19517,pink morsel,3.0,589,2020-01-04,south,1767.0
19518,pink morsel,3.0,597,2020-01-04,east,1791.0
19519,pink morsel,3.0,544,2020-01-04,west,1632.0
19544,pink morsel,3.0,572,2020-01-05,north,1716.0
19545,pink morsel,3.0,512,2020-01-05,south,1536.0
19546,pink morsel,3.0,554,2020-01-05,east,1662.0
19547,pink morsel,3.0,560,2020-01-05,west,1680.0
19572,pink morsel,3.0,563,2020-01-06,north,1689.0
19573,pink morsel,3.0,593,2020-01-06,south,1779.0
19574,pink morsel,3.0,504,2020-01-06,east,1512.0
19575,pink morsel,3.0,526,2020-01-06,west,1578.0
19600,pink morsel,3.0,520,2020-01-07,north,1560.0
19601,pink morsel,3.0,527,2020-01-07,south,1581.0
19602,pink morsel,3.0,559,2020-01-07,east,1677.0
19603,pink morsel,3.0,533,2020-01-07,west,1599.0
19628,pink morsel,3.0,571,2020-01-08,north,1713.0
19629,pink morsel,3.0,600,2020-01-08,south,1800.0
19630,pink morsel,3.0,589,2020-01-08,east,1767.0
19631,pink morsel,3.0,584,2020-01-08,west,1752.0
19656,pink morsel,3.0,503,2020-01-09,north,1509.0
19657,pink morsel,3.0,513,2020-01-09,south,1539.0
19658,pink morsel,3.0,557,2020-01-09,east,1671.0
19659,pink morsel,3.0,556,2020-01-09,west,1668.0
19684,pink morsel,3.0,564,2020-01-10,north,1692.0
19685,pink morsel,3.0,528,2020-01-10,south,1584.0
19686,pink morsel,3.0,570,2020-01-10,east,1710.0
19687,pink morsel,3.0,562,2020-01-10,west,1686.0
19712,pink morsel,3.0,539,2020-01-11,north,1617.0
19713,pink morsel,3.0,555,2020-01-11,south,1665.0
19714,pink morsel,3.0,574,2020-01-11,east,1722.0
19715,pink morsel,3.0,517,2020-01-11,west,1551.0
19740,pink morsel,3.0,540,2020-01-12,north,1620.0
19741,pink morsel,3.0,597,2020-01-12,south,1791.0
19742,pink morsel,3.0,554,2020-01-12,east,1662.0
19743,pink morsel,3.0,552,2020-01-12,west,1656.0
19768,pink morsel,3.0,548,2020-01-13,north,1644.0
19769,pink morsel,3.0,553,2020-01-13,south,1659.0
19770,pink morsel,3.0,580,2020-01-13,east,1740.0
19771,pink morsel,3.0,556,2020-01-13,west,1668.0
19796,pink morsel,3.0,522,2020-01-14,north,1566.0
19797,pink morsel,3.0,525,2020-01-14,south,1575.0
19798,pink morsel,3.0,522,2020-01-14,east,1566.0
19799,pink morsel,3.0,526,2020-01-14,west,1578.0
19824,pink morsel,3.0,579,2020-01-15,north,1737.0
19825,pink morsel,3.0,532,2020-01-15,south,1596.0
19826,pink morsel,3.0,592,2020-01-15,east,1776.0
19827,pink morsel,3.0,546,2020-01-15,west,1638.0
19852,pink morsel,3.0,583,2020-01-16,north,1749.0
19853,pink morsel,3.0,584,2020-01-16,south,1752.0
19854,pink morsel,3.0,545,2020-01-16,east,1635.0
19855,pink morsel,3.0,527,2020-01-16,west,1581.0
19880,pink morsel,3.0,507,2020-01-17,north,1521.0
19881,pink morsel,3.0,512,2020-01-17,south,1536.0
19882,pink morsel,3.0,555,2020-01-17,east,1665.0
19883,pink morsel,3.0,594,2020-01-17,west,1782.0
19908,pink morsel,3.0,550,2020-01-18,north,1650.0
19909,pink morsel,3.0,583,2020-01-18,south,1749.0
19910,pink morsel,3.0,599,2020-01-18,east,1797.0
19911,pink morsel,3.0,550,2020-01-18,west,1650.0
19936,pink morsel,3.0,536,2020-01-19,north,1608.0
19937,pink morsel,3.0,536,2020-01-19,south,1608.0
19938,pink morsel,3.0,525,2020-01-19,east,1575.0
19939,pink morsel,3.0,530,2020-01-19,west,1590.0
19964,pink morsel,3.0,555,2020-01-20,north,1665.0
19965,pink morsel,3.0,532,2020-01-20,south,1596.0
19966,pink morsel,3.0,527,2020-01-20,east,1581.0
19967,pink morsel,3.0,565,2020-01-20,west,1695.0
19992,pink morsel,3.0,549,2020-01-21,north,1647.0
19993,pink morsel,3.0,592,2020-01-21,south,1776.0
19994,pink morsel,3.0,573,2020-01-21,east,1719.0
19995,pink morsel,3.0,526,2020-01-21,west,1578.0
20020,pink morsel,3.0,501,2020-01-22,north,1503.0
20021,pink morsel,3.0,523,2020-01-22,south,1569.0
20022,pink morsel,3.0,577,2020-01-22,east,1731.0
20023,pink morsel,3.0,517,2020-01-22,west,1551.0
20048,pink morsel,3.0,542,2020-01-23,north,1626.0
20049,pink morsel,3.0,506,2020-01-23,south,1518.0
20050,pink morsel,3.0,525,2020-01-23,east,1575.0
20051,pink morsel,3.0,537,2020-01-23,west,1611.0
20076,pink morsel,3.0,543,2020-01-24,north,1629.0
20077,pink morsel,3.0,568,2020-01-24,south,1704.0
20078,pink morsel,3.0,552,2020-01-24,east,1656.0
20079,pink morsel,3.0,518,2020-01-24,west,1554.0
20104,pink morsel,3.0,525,2020-01-25,north,1575.0
20105,pink morsel,3.0,546,2020-01-25,south,1638.0
20106,pink morsel,3.0,545,2020-01-25,east,1635.0
20107,pink morsel,3.0,516,2020-01-25,west,1548.0
20132,pink morsel,3.0,570,2020-01-26,north,1710.0
20133,pink morsel,3.0,528,2020-01-26,south,1584.0
20134,pink morsel,3.0,572,2020-01-26,east,1716.0
20135,pink morsel,3.0,534,2020-01-26,west,1602.0
20160,pink morsel,3.0,523,2020-01-27,north,1569.0
20161,pink morsel,3.0,502,2020-01-27,south,1506.0
20162,pink morsel,3.0,557,2020-01-27,east,1671.0
20163,pink morsel,3.0,528,2020-01-27,west,1584.0
20188,pink morsel,3.0,563,2020-01-28,north,1689.0
20189,pink morsel,3.0,591,2020-01-28,south,1773.0
20190,pink morsel,3.0,549,2020-01-28,east,1647.0
20191,pink morsel,3.0,501,2020-01-28,west,1503.0
20216,pink morsel,3.0,531,2020-01-29,north,1593.0
20217,pink morsel,3.0,502,2020-01-29,south,1506.0
20218,pink morsel,3.0,580,2020-01-29,east,1740.0
20219,pink morsel,3.0,524,2020-01-29,west,1572.0
20244,pink morsel,3.0,540,2020-01-30,north,1620.0
20245,pink morsel,3.0,514,2020-01-30,south,1542.0
20246,pink morsel,3.0,531,2020-01-30,east,1593.0
20247,pink morsel,3.0,500,2020-01-30,west,1500.0
20272,pink morsel,3.0,545,2020-01-31,north,1635.0
20273,pink morsel,3.0,552,2020-01-31,south,1656.0
20274,pink morsel,3.0,593,2020-01-31,east,1779.0
20275,pink morsel,3.0,535,2020-01-31,west,1605.0
20300,pink morsel,3.0,534,2020-02-01,north,1602.0
20301,pink morsel,3.0,598,2020-02-01,south,1794.0
20302,pink morsel,3.0,559,2020-02-01,east,1677.0
20303,pink morsel,3.0,507,2020-02-01,west,1521.0
20328,pink morsel,3.0,569,2020-02-02,north,1707.0
20329,pink morsel,3.0,555,2020-02-02,south,1665.0
20330,pink morsel,3.0,571,2020-02-02,east,1713.0
20331,pink morsel,3.0,553,2020-02-02,west,1659.0
20356,pink morsel,3.0,516,2020-02-03,north,1548.0
20357,pink morsel,3.0,549,2020-02-03,south,1647.0
20358,pink morsel,3.0,588,2020-02-03,east,1764.0
20359,pink morsel,3.0,554,2020-02-03,west,1662.0
20384,pink morsel,3.0,521,2020-02-04,north,1563.0
20385,pink morsel,3.0,585,2020-02-04,south,1755.0
20386,pink morsel,3.0,553,2020-02-04,east,1659.0
20387,pink morsel,3.0,525,2020-02-04,west,1575.0
20412,pink morsel,3.0,572,2020-02-05,north,1716.0
20413,pink morsel,3.0,502,2020-02-05,south,1506.0
20414,pink morsel,3.0,578,2020-02-05,east,1734.0
20415,pink morsel,3.0,568,2020-02-05,west,1704.0
20440,pink morsel,3.0,504,2020-02-06,north,1512.0
20441,pink morsel,3.0,524,2020-02-06,south,1572.0
20442,pink morsel,3.0,594,2020-02-06,east,1782.0
20443,pink morsel,3.0,518,2020-02-06,west,1554.0
20468,pink morsel,3.0,594,2020-02-07,north,1782.0
20469,pink morsel,3.0,567,2020-02-07,south,1701.0
20470,pink morsel,3.0,566,2020-02-07,east,1698.0
20471,pink morsel,3.0,557,2020-02-07,west,1671.0
20496,pink morsel,3.0,528,2020-02-08,north,1584.0
20497,pink morsel,3.0,534,2020-02-08,south,1602.0
20498,pink morsel,3.0,585,2020-02-08,east,1755.0
20499,pink morsel,3.0,538,2020-02-08,west,1614.0
20524,pink morsel,3.0,581,2020-02-09,north,1743.0
20525,pink morsel,3.0,596,2020-02-09,south,1788.0
20526,pink morsel,3.0,548,2020-02-09,east,1644.0
20527,pink morsel,3.0,576,2020-02-09,west,1728.0
20552,pink morsel,3.0,533,2020-02-10,north,1599.0
20553,pink morsel,3.0,563,2020-02-10,south,1689.0
20554,pink morsel,3.0,592,2020-02-10,east,1776.0
20555,pink morsel,3.0,523,2020-02-10,west,1569.0
20580,pink morsel,3.0,597,2020-02-11,north,1791.0
20581,pink morsel,3.0,546,2020-02-11,south,1638.0
20582,pink morsel,3.0,572,2020-02-11,east,1716.0
20583,pink morsel,3.0,596,2020-02-11,west,1788.0
20608,pink morsel,3.0,586,2020-02-12,north,1758.0
20609,pink morsel,3.0,584,2020-02-12,south,1752.0
20610,pink morsel,3.0,533,2020-02-12,east,1599.0
20611,pink morsel,3.0,511,2020-02-12,west,1533.0
20636,pink morsel,3.0,516,2020-02-13,north,1548.0
20637,pink morsel,3.0,600,2020-02-13,south,1800.0
20638,pink morsel,3.0,553,2020-02-13,east,1659.0
20639,pink morsel,3.0,539,2020-02-13,west,1617.0
20664,pink morsel,3.0,582,2020-02-14,north,1746.0
20665,pink morsel,3.0,548,2020-02-14,south,1644.0
20666,pink morsel,3.0,566,2020-02-14,east,1698.0
20667,pink morsel,3.0,511,2020-02-14,west,1533.0
20692,pink morsel,3.0,568,2020-02-15,north,1704.0
20693,pink morsel,3.0,508,2020-02-15,south,1524.0
20694,pink morsel,3.0,515,2020-02-15,east,1545.0
20695,pink morsel,3.0,577,2020-02-15,west,1731.0
20720,pink morsel,3.0,555,2020-02-16,north,1665.0
20721,pink morsel,3.0,597,2020-02-16,south,1791.0
20722,pink morsel,3.0,535,2020-02-16,east,1605.0
20723,pink morsel,3.0,581,2020-02-16,west,1743.0
20748,pink morsel,3.0,559,2020-02-17,north,1677.0
20749,pink morsel,3.0,530,2020-02-17,south,1590.0
20750,pink morsel,3.0,574,2020-02-17,east,1722.0
20751,pink morsel,3.0,581,2020-02-17,west,1743.0
20776,pink morsel,3.0,556,2020-02-18,north,1668.0
20777,pink morsel,3.0,540,2020-02-18,south,1620.0
20778,pink morsel,3.0,568,2020-02-18,east,1704.0
20779,pink morsel,3.0,561,2020-02-18,west,1683.0
20804,pink morsel,3.0,517,2020-02-19,north,1551.0
20805,pink morsel,3.0,550,2020-02-19,south,1650.0
20806,pink morsel,3.0,563,2020-02-19,east,1689.0
20807,pink morsel,3.0,546,2020-02-19,west,1638.0
20832,pink morsel,3.0,506,2020-02-20,north,1518.0
20833,pink morsel,3.0,531,2020-02-20,south,1593.0
20834,pink morsel,3.0,544,2020-02-20,east,1632.0
20835,pink morsel,3.0,534,2020-02-20,west,1602.0
20860,pink morsel,3.0,587,2020-02-21,north,1761.0
20861,pink morsel,3.0,585,2020-02-21,south,1755.0
20862,pink morsel,3.0,527,2020-02-21,east,1581.0
20863,pink morsel,3.0,598,2020-02-21,west,1794.0
20888,pink morsel,3.0,515,2020-02-22,north,1545.0
20889,pink morsel,3.0,563,2020-02-22,south,1689.0
20890,pink morsel,3.0,544,2020-02-22,east,1632.0
20891,pink morsel,3.0,556,2020-02-22,west,1668.0
20916,pink morsel,3.0,546,2020-02-23,north,1638.0
20917,pink morsel,3.0,534,2020-02-23,south,1602.0
20918,pink morsel,3.0,562,2020-02-23,east,1686.0
20919,pink morsel,3.0,592,2020-02-23,west,1776.0
20944,pink morsel,3.0,531,2020-02-24,north,1593.0
20945,pink morsel,3.0,578,2020-02-24,south,1734.0
20946,pink morsel,3.0,536,2020-02-24,east,1608.0
20947,pink morsel,3.0,539,2020-02-24,west,1617.0
20972,pink morsel,3.0,552,2020-02-25,north,1656.0
20973,pink morsel,3.0,574,2020-02-25,south,1722.0
20974,pink morsel,3.0,522,2020-02-25,east,1566.0
20975,pink morsel,3.0,516,2020-02-25,west,1548.0
21000,pink morsel,3.0,515,2020-02-26,north,1545.0
21001,pink morsel,3.0,507,2020-02-26,south,1521.0
21002,pink morsel,3.0,576,2020-02-26,east,1728.0
21003,pink morsel,3.0,556,2020-02-26,west,1668.0
21028,pink morsel,3.0,566,2020-02-27,north,1698.0
21029,pink morsel,3.0,533,2020-02-27,south,1599.0
21030,pink morsel,3.0,527,2020-02-27,east,1581.0
21031,pink morsel,3.0,509,2020-02-27,west,1527.0
21056,pink morsel,3.0,503,2020-02-28,north,1509.0
21057,pink morsel,3.0,562,2020-02-28,south,1686.0
21058,pink morsel,3.0,530,2020-02-28,east,1590.0
21059,pink morsel,3.0,563,2020-02-28,west,1689.0
21084,pink morsel,3.0,557,2020-02-29,north,1671.0
21085,pink morsel,3.0,576,2020-02-29,south,1728.0
21086,pink morsel,3.0,508,2020-02-29,east,1524.0
21087,pink morsel,3.0,552,2020-02-29,west,1656.0
21112,pink morsel,3.0,531,2020-03-01,north,1593.0
21113,pink morsel,3.0,542,2020-03-01,south,1626.0
21114,pink morsel,3.0,542,2020-03-01,east,1626.0
21115,pink morsel,3.0,564,2020-03-01,west,1692.0
21140,pink morsel,3.0,503,2020-03-02,north,1509.0
21141,pink morsel,3.0,596,2020-03-02,south,1788.0
21142,pink morsel,3.0,524,2020-03-02,east,1572.0
21143,pink morsel,3.0,523,2020-03-02,west,1569.0
21168,pink morsel,3.0,544,2020-03-03,north,1632.0
21169,pink morsel,3.0,516,2020-03-03,south,1548.0
21170,pink morsel,3.0,541,2020-03-03,east,1623.0
21171,pink morsel,3.0,502,2020-03-03,west,1506.0
21196,pink morsel,3.0,591,2020-03-04,north,1773.0
21197,pink morsel,3.0,559,2020-03-04,south,1677.0
21198,pink morsel,3.0,546,2020-03-04,east,1638.0
21199,pink morsel,3.0,523,2020-03-04,west,1569.0
21224,pink morsel,3.0,598,2020-03-05,north,1794.0
21225,pink morsel,3.0,588,2020-03-05,south,1764.0
21226,pink morsel,3.0,510,2020-03-05,east,1530.0
21227,pink morsel,3.0,590,2020-03-05,west,1770.0
21252,pink morsel,3.0,541,2020-03-06,north,1623.0
21253,pink morsel,3.0,578,2020-03-06,south,1734.0
21254,pink morsel,3.0,566,2020-03-06,east,1698.0
21255,pink morsel,3.0,501,2020-03-06,west,1503.0
21280,pink morsel,3.0,547,2020-03-07,north,1641.0
21281,pink morsel,3.0,527,2020-03-07,south,1581.0
21282,pink morsel,3.0,599,2020-03-07,east,1797.0
21283,pink morsel,3.0,558,2020-03-07,west,1674.0
21308,pink morsel,3.0,567,2020-03-08,north,1701.0
21309,pink morsel,3.0,530,2020-03-08,south,1590.0
21310,pink morsel,3.0,533,2020-03-08,east,1599.0
21311,pink morsel,3.0,597,2020-03-08,west,1791.0
21336,pink morsel,3.0,573,2020-03-09,north,1719.0
21337,pink morsel,3.0,592,2020-03-09,south,1776.0
21338,pink morsel,3.0,514,2020-03-09,east,1542.0
21339,pink morsel,3.0,580,2020-03-09,west,1740.0
21364,pink morsel,3.0,548,2020-03-10,north,1644.0
21365,pink morsel,3.0,551,2020-03-10,south,1653.0
21366,pink morsel,3.0,599,2020-03-10,east,1797.0
21367,pink morsel,3.0,580,2020-03-10,west,1740.0
21392,pink morsel,3.0,535,2020-03-11,north,1605.0
21393,pink morsel,3.0,528,2020-03-11,south,1584.0
21394,pink morsel,3.0,554,2020-03-11,east,1662.0
21395,pink morsel,3.0,524,2020-03-11,west,1572.0
21420,pink morsel,3.0,545,2020-03-12,north,1635.0
21421,pink morsel,3.0,516,2020-03-12,south,1548.0
21422,pink morsel,3.0,560,2020-03-12,east,1680.0
21423,pink morsel,3.0,589,2020-03-12,west,1767.0
21448,pink morsel,3.0,518,2020-03-13,north,1554.0
21449,pink morsel,3.0,562,2020-03-13,south,1686.0
21450,pink morsel,3.0,583,2020-03-13,east,1749.0
21451,pink morsel,3.0,518,2020-03-13,west,1554.0
21476,pink morsel,3.0,554,2020-03-14,north,1662.0
21477,pink morsel,3.0,519,2020-03-14,south,1557.0
21478,pink morsel,3.0,585,2020-03-14,east,1755.0
21479,pink morsel,3.0,586,2020-03-14,west,1758.0
21504,pink morsel,3.0,500,2020-03-15,north,1500.0
21505,pink morsel,3.0,555,2020-03-15,south,1665.0
21506,pink morsel,3.0,587,2020-03-15,east,1761.0
21507,pink morsel,3.0,542,2020-03-15,west,1626.0
21532,pink morsel,3.0,550,2020-03-16,north,1650.0
21533,pink morsel,3.0,574,2020-03-16,south,1722.0
21534,pink morsel,3.0,547,2020-03-16,east,1641.0
21535,pink morsel,3.0,537,2020-03-16,west,1611.0
21560,pink morsel,3.0,567,2020-03-17,north,1701.0
21561,pink morsel,3.0,567,2020-03-17,south,1701.0
21562,pink morsel,3.0,598,2020-03-17,east,1794.0
21563,pink morsel,3.0,503,2020-03-17,west,1509.0
21588,pink morsel,3.0,522,2020-03-18,north,1566.0
21589,pink morsel,3.0,572,2020-03-18,south,1716.0
21590,pink morsel,3.0,567,2020-03-18,east,1701.0
21591,pink morsel,3.0,535,2020-03-18,west,1605.0
21616,pink morsel,3.0,527,2020-03-19,north,1581.0
21617,pink morsel,3.0,599,2020-03-19,south,1797.0
21618,pink morsel,3.0,575,2020-03-19,east,1725.0
21619,pink morsel,3.0,518,2020-03-19,west,1554.0
21644,pink morsel,3.0,555,2020-03-20,north,1665.0
21645,pink morsel,3.0,547,2020-03-20,south,1641.0
21646,pink morsel,3.0,559,2020-03-20,east,1677.0
21647,pink morsel,3.0,569,2020-03-20,west,1707.0
21672,pink morsel,3.0,525,2020-03-21,north,1575.0
21673,pink morsel,3.0,558,2020-03-21,south,1674.0
21674,pink morsel,3.0,569,2020-03-21,east,1707.0
21675,pink morsel,3.0,570,2020-03-21,west,1710.0
21700,pink morsel,3.0,548,2020-03-22,north,1644.0
21701,pink morsel,3.0,556,2020-03-22,south,1668.0
21702,pink morsel,3.0,558,2020-03-22,east,1674.0
21703,pink morsel,3.0,579,2020-03-22,west,1737.0
21728,pink morsel,3.0,589,2020-03-23,north,1767.0
21729,pink morsel,3.0,540,2020-03-23,south,1620.0
21730,pink morsel,3.0,531,2020-03-23,east,1593.0
21731,pink morsel,3.0,514,2020-03-23,west,1542.0
21756,pink morsel,3.0,516,2020-03-24,north,1548.0
21757,pink morsel,3.0,554,2020-03-24,south,1662.0
21758,pink morsel,3.0,580,2020-03-24,east,1740.0
21759,pink morsel,3.0,524,2020-03-24,west,1572.0
21784,pink morsel,3.0,593,2020-03-25,north,1779.0
21785,pink morsel,3.0,590,2020-03-25,south,1770.0
21786,pink morsel,3.0,541,2020-03-25,east,1623.0
21787,pink morsel,3.0,525,2020-03-25,west,1575.0
21812,pink morsel,3.0,595,2020-03-26,north,1785.0
21813,pink morsel,3.0,557,2020-03-26,south,1671.0
21814,pink morsel,3.0,583,2020-03-26,east,1749.0
21815,pink morsel,3.0,597,2020-03-26,west,1791.0
21840,pink morsel,3.0,571,2020-03-27,north,1713.0
21841,pink morsel,3.0,541,2020-03-27,south,1623.0
21842,pink morsel,3.0,535,2020-03-27,east,1605.0
21843,pink morsel,3.0,522,2020-03-27,west,1566.0
21868,pink morsel,3.0,523,2020-03-28,north,1569.0
21869,pink morsel,3.0,535,2020-03-28,south,1605.0
21870,pink morsel,3.0,576,2020-03-28,east,1728.0
21871,pink morsel,3.0,555,2020-03-28,west,1665.0
21896,pink morsel,3.0,594,2020-03-29,north,1782.0
21897,pink morsel,3.0,600,2020-03-29,south,1800.0
21898,pink morsel,3.0,506,2020-03-29,east,1518.0
21899,pink morsel,3.0,600,2020-03-29,west,1800.0
21924,pink morsel,3.0,505,2020-03-30,north,1515.0
21925,pink morsel,3.0,588,2020-03-30,south,1764.0
21926,pink morsel,3.0,544,2020-03-30,east,1632.0
21927,pink morsel,3.0,536,2020-03-30,west,1608.0
21952,pink morsel,3.0,598,2020-03-31,north,1794.0
21953,pink morsel,3.0,545,2020-03-31,south,1635.0
21954,pink morsel,3.0,524,2020-03-31,east,1572.0
21955,pink morsel,3.0,543,2020-03-31,west,1629.0
21980,pink morsel,3.0,519,2020-04-01,north,1557.0
21981,pink morsel,3.0,512,2020-04-01,south,1536.0
21982,pink morsel,3.0,529,2020-04-01,east,1587.0
21983,pink morsel,3.0,576,2020-04-01,west,1728.0
22008,pink morsel,3.0,593,2020-04-02,north,1779.0
22009,pink morsel,3.0,591,2020-04-02,south,1773.0
22010,pink morsel,3.0,598,2020-04-02,east,1794.0
22011,pink morsel,3.0,501,2020-04-02,west,1503.0
22036,pink morsel,3.0,589,2020-04-03,north,1767.0
22037,pink morsel,3.0,581,2020-04-03,south,1743.0
22038,pink morsel,3.0,520,2020-04-03,east,1560.0
22039,pink morsel,3.0,582,2020-04-03,west,1746.0
22064,pink morsel,3.0,577,2020-04-04,north,1731.0
22065,pink morsel,3.0,564,2020-04-04,south,1692.0
22066,pink morsel,3.0,574,2020-04-04,east,1722.0
22067,pink morsel,3.0,521,2020-04-04,west,1563.0
22092,pink morsel,3.0,599,2020-04-05,north,1797.0
22093,pink morsel,3.0,585,2020-04-05,south,1755.0
22094,pink morsel,3.0,537,2020-04-05,east,1611.0
22095,pink morsel,3.0,545,2020-04-05,west,1635.0
22120,pink morsel,3.0,584,2020-04-06,north,1752.0
22121,pink morsel,3.0,583,2020-04-06,south,1749.0
22122,pink morsel,3.0,594,2020-04-06,east,1782.0
22123,pink morsel,3.0,507,2020-04-06,west,1521.0
22148,pink morsel,3.0,584,2020-04-07,north,1752.0
22149,pink morsel,3.0,562,2020-04-07,south,1686.0
22150,pink morsel,3.0,500,2020-04-07,east,1500.0
22151,pink morsel,3.0,595,2020-04-07,west,1785.0
22176,pink morsel,3.0,537,2020-04-08,north,1611.0
22177,pink morsel,3.0,598,2020-04-08,south,1794.0
22178,pink morsel,3.0,578,2020-04-08,east,1734.0
22179,pink morsel,3.0,553,2020-04-08,west,1659.0
22204,pink morsel,3.0,550,2020-04-09,north,1650.0
22205,pink morsel,3.0,529,2020-04-09,south,1587.0
22206,pink morsel,3.0,543,2020-04-09,east,1629.0
22207,pink morsel,3.0,502,2020-04-09,west,1506.0
22232,pink morsel,3.0,598,2020-04-10,north,1794.0
22233,pink morsel,3.0,517,2020-04-10,south,1551.0
22234,pink morsel,3.0,501,2020-04-10,east,1503.0
22235,pink morsel,3.0,592,2020-04-10,west,1776.0
22260,pink morsel,3.0,553,2020-04-11,north,1659.0
22261,pink morsel,3.0,530,2020-04-11,south,1590.0
22262,pink morsel,3.0,505,2020-04-11,east,1515.0
22263,pink morsel,3.0,502,2020-04-11,west,1506.0
22288,pink morsel,3.0,574,2020-04-12,north,1722.0
22289,pink morsel,3.0,504,2020-04-12,south,1512.0
22290,pink morsel,3.0,591,2020-04-12,east,1773.0
22291,pink morsel,3.0,545,2020-04-12,west,1635.0
22316,pink morsel,3.0,516,2020-04-13,north,1548.0
22317,pink morsel,3.0,564,2020-04-13,south,1692.0
22318,pink morsel,3.0,566,2020-04-13,east,1698.0
22319,pink morsel,3.0,585,2020-04-13,west,1755.0
22344,pink morsel,3.0,507,2020-04-14,north,1521.0
22345,pink morsel,3.0,531,2020-04-14,south,1593.0
22346,pink morsel,3.0,548,2020-04-14,east,1644.0
22347,pink morsel,3.0,529,2020-04-14,west,1587.0
22372,pink morsel,3.0,600,2020-04-15,north,1800.0
22373,pink morsel,3.0,596,2020-04-15,south,1788.0
22374,pink morsel,3.0,588,2020-04-15,east,1764.0
22375,pink morsel,3.0,550,2020-04-15,west,1650.0
22400,pink morsel,3.0,568,2020-04-16,north,1704.0
22401,pink morsel,3.0,553,2020-04-16,south,1659.0
22402,pink morsel,3.0,548,2020-04-16,east,1644.0
22403,pink morsel,3.0,500,2020-04-16,west,1500.0
22428,pink morsel,3.0,578,2020-04-17,north,1734.0
22429,pink morsel,3.0,539,2020-04-17,south,1617.0
22430,pink morsel,3.0,528,2020-04-17,east,1584.0
22431,pink morsel,3.0,523,2020-04-17,west,1569.0
22456,pink morsel,3.0,541,2020-04-18,north,1623.0
22457,pink morsel,3.0,500,2020-04-18,south,1500.0
22458,pink morsel,3.0,526,2020-04-18,east,1578.0
22459,pink morsel,3.0,530,2020-04-18,west,1590.0
22484,pink morsel,3.0,587,2020-04-19,north,1761.0
22485,pink morsel,3.0,576,2020-04-19,south,1728.0
22486,pink morsel,3.0,572,2020-04-19,east,1716.0
22487,pink morsel,3.0,568,2020-04-19,west,1704.0
22512,pink morsel,3.0,555,2020-04-20,north,1665.0
22513,pink morsel,3.0,505,2020-04-20,south,1515.0
22514,pink morsel,3.0,575,2020-04-20,east,1725.0
22515,pink morsel,3.0,565,2020-04-20,west,1695.0
22540,pink morsel,3.0,585,2020-04-21,north,1755.0
22541,pink morsel,3.0,507,2020-04-21,south,1521.0
22542,pink morsel,3.0,543,2020-04-21,east,1629.0
22543,pink morsel,3.0,562,2020-04-21,west,1686.0
22568,pink morsel,3.0,538,2020-04-22,north,1614.0
22569,pink morsel,3.0,538,2020-04-22,south,1614.0
22570,pink morsel,3.0,523,2020-04-22,east,1569.0
22571,pink morsel,3.0,509,2020-04-22,west,1527.0
22596,pink morsel,3.0,588,2020-04-23,north,1764.0
22597,pink morsel,3.0,508,2020-04-23,south,1524.0
22598,pink morsel,3.0,537,2020-04-23,east,1611.0
22599,pink morsel,3.0,595,2020-04-23,west,1785.0
22624,pink morsel,3.0,572,2020-04-24,north,1716.0
22625,pink morsel,3.0,564,2020-04-24,south,1692.0
22626,pink morsel,3.0,502,2020-04-24,east,1506.0
22627,pink morsel,3.0,511,2020-04-24,west,1533.0
22652,pink morsel,3.0,546,2020-04-25,north,1638.0
22653,pink morsel,3.0,546,2020-04-25,south,1638.0
22654,pink morsel,3.0,585,2020-04-25,east,1755.0
22655,pink morsel,3.0,515,2020-04-25,west,1545.0
22680,pink morsel,3.0,504,2020-04-26,north,1512.0
22681,pink morsel,3.0,531,2020-04-26,south,1593.0
22682,pink morsel,3.0,558,2020-04-26,east,1674.0
22683,pink morsel,3.0,573,2020-04-26,west,1719.0
22708,pink morsel,3.0,510,2020-04-27,north,1530.0
22709,pink morsel,3.0,531,2020-04-27,south,1593.0
22710,pink morsel,3.0,547,2020-04-27,east,1641.0
22711,pink morsel,3.0,525,2020-04-27,west,1575.0
22736,pink morsel,3.0,596,2020-04-28,north,1788.0
22737,pink morsel,3.0,583,2020-04-28,south,1749.0
22738,pink morsel,3.0,527,2020-04-28,east,1581.0
22739,pink morsel,3.0,508,2020-04-28,west,1524.0
22764,pink morsel,3.0,560,2020-04-29,north,1680.0
22765,pink morsel,3.0,558,2020-04-29,south,1674.0
22766,pink morsel,3.0,591,2020-04-29,east,1773.0
22767,pink morsel,3.0,558,2020-04-29,west,1674.0
22792,pink morsel,3.0,593,2020-04-30,north,1779.0
22793,pink morsel,3.0,523,2020-04-30,south,1569.0
22794,pink morsel,3.0,530,2020-04-30,east,1590.0
22795,pink morsel,3.0,563,2020-04-30,west,1689.0
22820,pink morsel,3.0,585,2020-05-01,north,1755.0
22821,pink morsel,3.0,584,2020-05-01,south,1752.0
22822,pink morsel,3.0,547,2020-05-01,east,1641.0
22823,pink morsel,3.0,535,2020-05-01,west,1605.0
22848,pink morsel,3.0,529,2020-05-02,north,1587.0
22849,pink morsel,3.0,507,2020-05-02,south,1521.0
22850,pink morsel,3.0,535,2020-05-02,east,1605.0
22851,pink morsel,3.0,519,2020-05-02,west,1557.0
22876,pink morsel,3.0,560,2020-05-03,north,1680.0
22877,pink morsel,3.0,522,2020-05-03,south,1566.0
